section,metric,value
scenario,requests,90
scenario,attempts,1564
scenario,n_sats,2
scenario,constraints,4793
scenario,avg_angle,20.421959
scenario,avg_area,583.689551
scenario,avg_price,1069.888747
scenario,avg_sun_elevation,58.181742
scenario,avg_cloud_cover,16.421411
scenario,avg_priority,2.303708
solution,acquisitions,124
solution,unique_requests_served,90
solution,total_score,67.7621483375959173
solution,ofv,-67.7621483375959173
solution,total_profit,131892.000000
solution,total_area,77346.118658
solution,avg_cloud_cover,16.802519
solution,cloud_good_lt10,16
solution,cloud_bad_gt30,1
solution,avg_angle,23.234039
solution,angle_good_le10,6
solution,angle_bad_ge30,5
solution,avg_priority,2.564516
solution,priority_1,27
solution,priority_2,31
solution,priority_3,35
solution,priority_4,31
solution,avg_sun_elevation,57.533995
eos,solution_method,DAG
eos,solver_time,14.159
eos,total_time,14.367
