section,metric,value
scenario,requests,361
scenario,attempts,7052
scenario,n_sats,4
scenario,constraints,28837
scenario,avg_angle,20.821442
scenario,avg_area,487.756205
scenario,avg_price,971.084090
scenario,avg_sun_elevation,61.443177
scenario,avg_cloud_cover,25.970729
scenario,avg_priority,2.512621
solution,acquisitions,232
solution,unique_requests_served,164
solution,total_score,126.5277935337493318
solution,ofv,-126.5277935337493318
solution,total_profit,226380.000000
solution,total_area,119148.311357
solution,avg_cloud_cover,25.971767
solution,cloud_good_lt10,3
solution,cloud_bad_gt30,61
solution,avg_angle,23.148361
solution,angle_good_le10,14
solution,angle_bad_ge30,12
solution,avg_priority,2.564655
solution,priority_1,57
solution,priority_2,54
solution,priority_3,54
solution,priority_4,67
solution,avg_sun_elevation,60.370131
eos,solution_method,DAG
eos,solver_time,3298.772
eos,total_time,3299.822
