section,metric,value
scenario,requests,52
scenario,attempts,898
scenario,n_sats,2
scenario,constraints,2118
scenario,avg_angle,20.374188
scenario,avg_area,438.004808
scenario,avg_price,986.981069
scenario,avg_sun_elevation,53.182328
scenario,avg_cloud_cover,16.798983
scenario,avg_priority,2.629176
solution,acquisitions,69
solution,unique_requests_served,52
solution,total_score,37.4632516703786251
solution,ofv,-37.4632516703786251
solution,total_profit,65725.000000
solution,total_area,34192.963058
solution,avg_cloud_cover,17.258524
solution,cloud_good_lt10,5
solution,cloud_bad_gt30,0
solution,avg_angle,22.569298
solution,angle_good_le10,6
solution,angle_bad_ge30,4
solution,avg_priority,2.681159
solution,priority_1,14
solution,priority_2,19
solution,priority_3,11
solution,priority_4,25
solution,avg_sun_elevation,52.530573
eos,solution_method,DAG
eos,solver_time,5.510
eos,total_time,5.631
