section,metric,value
scenario,requests,116
scenario,attempts,2100
scenario,n_sats,2
scenario,constraints,10544
scenario,avg_angle,20.326124
scenario,avg_area,515.954074
scenario,avg_price,987.704762
scenario,avg_sun_elevation,52.816756
scenario,avg_cloud_cover,8.160615
scenario,avg_priority,2.404762
solution,acquisitions,151
solution,unique_requests_served,112
solution,total_score,88.9533333333333331
solution,ofv,-88.9533333333333331
solution,total_profit,144735.000000
solution,total_area,88073.190314
solution,avg_cloud_cover,7.651886
solution,cloud_good_lt10,95
solution,cloud_bad_gt30,0
solution,avg_angle,22.763535
solution,angle_good_le10,11
solution,angle_bad_ge30,7
solution,avg_priority,2.476821
solution,priority_1,42
solution,priority_2,32
solution,priority_3,40
solution,priority_4,37
solution,avg_sun_elevation,50.330320
eos,solution_method,DAG
eos,solver_time,33.151
eos,total_time,33.455
