section,metric,value
scenario,requests,716
scenario,attempts,9782
scenario,n_sats,3
scenario,constraints,71216
scenario,avg_angle,21.269127
scenario,avg_area,482.093659
scenario,avg_price,995.567164
scenario,avg_sun_elevation,58.969985
scenario,avg_cloud_cover,25.886809
scenario,avg_priority,2.502249
solution,acquisitions,427
solution,unique_requests_served,307
solution,total_score,246.9084031895318105
solution,ofv,-246.9084031895318105
solution,total_profit,413414.000000
solution,total_area,232998.855919
solution,avg_cloud_cover,25.966496
solution,cloud_good_lt10,1
solution,cloud_bad_gt30,108
solution,avg_angle,22.521691
solution,angle_good_le10,34
solution,angle_bad_ge30,26
solution,avg_priority,2.496487
solution,priority_1,104
solution,priority_2,109
solution,priority_3,112
solution,priority_4,102
solution,avg_sun_elevation,57.097252
eos,solution_method,DAG
eos,solver_time,10443.793
eos,total_time,10445.599
