section,metric,value
scenario,requests,139
scenario,attempts,1387
scenario,n_sats,1
scenario,constraints,5081
scenario,avg_angle,20.565157
scenario,avg_area,489.667191
scenario,avg_price,971.472242
scenario,avg_sun_elevation,59.474942
scenario,avg_cloud_cover,14.815433
scenario,avg_priority,2.431146
solution,acquisitions,177
solution,unique_requests_served,133
solution,total_score,99.3129055515501307
solution,ofv,-99.3129055515501307
solution,total_profit,171788.000000
solution,total_area,96442.256192
solution,avg_cloud_cover,14.935229
solution,cloud_good_lt10,43
solution,cloud_bad_gt30,2
solution,avg_angle,23.559033
solution,angle_good_le10,8
solution,angle_bad_ge30,6
solution,avg_priority,2.485876
solution,priority_1,49
solution,priority_2,45
solution,priority_3,31
solution,priority_4,52
solution,avg_sun_elevation,59.291529
eos,solution_method,DAG
eos,solver_time,7.080
eos,total_time,7.298
