section,metric,value
scenario,requests,72
scenario,attempts,746
scenario,n_sats,1
scenario,constraints,2026
scenario,avg_angle,19.992209
scenario,avg_area,580.010641
scenario,avg_price,1060.953083
scenario,avg_sun_elevation,59.733205
scenario,avg_cloud_cover,16.617649
scenario,avg_priority,2.447721
solution,acquisitions,100
solution,unique_requests_served,71
solution,total_score,56.3646112600536142
solution,ofv,-56.3646112600536142
solution,total_profit,107187.000000
solution,total_area,65312.892273
solution,avg_cloud_cover,16.770785
solution,cloud_good_lt10,18
solution,cloud_bad_gt30,0
solution,avg_angle,23.594943
solution,angle_good_le10,4
solution,angle_bad_ge30,4
solution,avg_priority,2.480000
solution,priority_1,24
solution,priority_2,25
solution,priority_3,30
solution,priority_4,21
solution,avg_sun_elevation,58.750062
eos,solution_method,DAG
eos,solver_time,2.186
eos,total_time,2.296
