section,metric,value
scenario,requests,179
scenario,attempts,3616
scenario,n_sats,4
scenario,constraints,12227
scenario,avg_angle,20.497682
scenario,avg_area,581.036917
scenario,avg_price,1057.719856
scenario,avg_sun_elevation,61.493177
scenario,avg_cloud_cover,25.784780
scenario,avg_priority,2.354812
solution,acquisitions,201
solution,unique_requests_served,151
solution,total_score,117.7140486725663919
solution,ofv,-117.7140486725663919
solution,total_profit,204853.000000
solution,total_area,119702.481650
solution,avg_cloud_cover,25.375591
solution,cloud_good_lt10,0
solution,cloud_bad_gt30,37
solution,avg_angle,23.488252
solution,angle_good_le10,9
solution,angle_bad_ge30,10
solution,avg_priority,2.537313
solution,priority_1,43
solution,priority_2,51
solution,priority_3,63
solution,priority_4,44
solution,avg_sun_elevation,61.218974
eos,solution_method,DAG
eos,solver_time,304.769
eos,total_time,305.267
