section,metric,value
scenario,requests,21
scenario,attempts,229
scenario,n_sats,1
scenario,constraints,324
scenario,avg_angle,19.338584
scenario,avg_area,630.908591
scenario,avg_price,1137.135371
scenario,avg_sun_elevation,53.317395
scenario,avg_cloud_cover,17.304185
scenario,avg_priority,2.703057
solution,acquisitions,33
solution,unique_requests_served,21
solution,total_score,18.2663755458515311
solution,ofv,-18.2663755458515311
solution,total_profit,36944.000000
solution,total_area,23059.151012
solution,avg_cloud_cover,16.811065
solution,cloud_good_lt10,4
solution,cloud_bad_gt30,0
solution,avg_angle,24.421750
solution,angle_good_le10,0
solution,angle_bad_ge30,2
solution,avg_priority,2.757576
solution,priority_1,8
solution,priority_2,3
solution,priority_3,11
solution,priority_4,11
solution,avg_sun_elevation,51.543546
eos,solution_method,DAG
eos,solver_time,0.327
eos,total_time,0.362
