section,metric,value
scenario,requests,23
scenario,attempts,385
scenario,n_sats,2
scenario,constraints,539
scenario,avg_angle,20.367621
scenario,avg_area,595.376520
scenario,avg_price,1124.412987
scenario,avg_sun_elevation,54.691477
scenario,avg_cloud_cover,18.321801
scenario,avg_priority,2.566234
solution,acquisitions,33
solution,unique_requests_served,23
solution,total_score,18.1948051948051983
solution,ofv,-18.1948051948051983
solution,total_profit,36419.000000
solution,total_area,20531.050662
solution,avg_cloud_cover,17.877990
solution,cloud_good_lt10,1
solution,cloud_bad_gt30,0
solution,avg_angle,22.993273
solution,angle_good_le10,1
solution,angle_bad_ge30,1
solution,avg_priority,2.696970
solution,priority_1,8
solution,priority_2,5
solution,priority_3,9
solution,priority_4,11
solution,avg_sun_elevation,52.637375
eos,solution_method,DAG
eos,solver_time,1.298
eos,total_time,1.349
