section,metric,value
scenario,requests,106
scenario,attempts,2406
scenario,n_sats,4
scenario,constraints,8275
scenario,avg_angle,20.069187
scenario,avg_area,462.291365
scenario,avg_price,984.200333
scenario,avg_sun_elevation,59.084165
scenario,avg_cloud_cover,1.506810
scenario,avg_priority,2.626766
solution,acquisitions,132
solution,unique_requests_served,100
solution,total_score,68.6837073981712649
solution,ofv,-68.6837073981712649
solution,total_profit,128266.000000
solution,total_area,68317.458245
solution,avg_cloud_cover,1.561967
solution,cloud_good_lt10,132
solution,cloud_bad_gt30,0
solution,avg_angle,22.491039
solution,angle_good_le10,12
solution,angle_bad_ge30,11
solution,avg_priority,2.772727
solution,priority_1,22
solution,priority_2,34
solution,priority_3,28
solution,priority_4,48
solution,avg_sun_elevation,57.428868
eos,solution_method,DAG
eos,solver_time,87.588
eos,total_time,87.905
