section,metric,value
scenario,requests,722
scenario,attempts,14139
scenario,n_sats,4
scenario,constraints,104733
scenario,avg_angle,20.795226
scenario,avg_area,493.262365
scenario,avg_price,990.681024
scenario,avg_sun_elevation,60.028458
scenario,avg_cloud_cover,26.230300
scenario,avg_priority,2.533772
solution,acquisitions,430
solution,unique_requests_served,308
solution,total_score,249.3309993634628938
solution,ofv,-249.3309993634628938
solution,total_profit,416933.000000
solution,total_area,233410.002882
solution,avg_cloud_cover,25.923793
solution,cloud_good_lt10,3
solution,cloud_bad_gt30,114
solution,avg_angle,22.678265
solution,angle_good_le10,26
solution,angle_bad_ge30,33
solution,avg_priority,2.495349
solution,priority_1,105
solution,priority_2,109
solution,priority_3,114
solution,priority_4,102
solution,avg_sun_elevation,58.093413
eos,solution_method,DAG
eos,solver_time,51667.789
eos,total_time,51670.329
