section,metric,value
scenario,requests,48
scenario,attempts,961
scenario,n_sats,4
scenario,constraints,2419
scenario,avg_angle,20.158508
scenario,avg_area,563.218341
scenario,avg_price,1114.624350
scenario,avg_sun_elevation,59.220901
scenario,avg_cloud_cover,16.706875
scenario,avg_priority,2.811655
solution,acquisitions,61
solution,unique_requests_served,47
solution,total_score,35.5171696149843967
solution,ofv,-35.5171696149843967
solution,total_profit,67559.000000
solution,total_area,32264.110291
solution,avg_cloud_cover,17.170741
solution,cloud_good_lt10,7
solution,cloud_bad_gt30,0
solution,avg_angle,22.904630
solution,angle_good_le10,0
solution,angle_bad_ge30,3
solution,avg_priority,2.606557
solution,priority_1,16
solution,priority_2,11
solution,priority_3,15
solution,priority_4,19
solution,avg_sun_elevation,57.684229
eos,solution_method,DAG
eos,solver_time,11.515
eos,total_time,11.670
