section,metric,value
scenario,requests,121
scenario,attempts,2222
scenario,n_sats,2
scenario,constraints,10729
scenario,avg_angle,20.375411
scenario,avg_area,512.995640
scenario,avg_price,987.280828
scenario,avg_sun_elevation,51.420245
scenario,avg_cloud_cover,7.283823
scenario,avg_priority,2.441494
solution,acquisitions,158
solution,unique_requests_served,116
solution,total_score,92.8447344734473461
solution,ofv,-92.8447344734473461
solution,total_profit,150164.000000
solution,total_area,92526.327789
solution,avg_cloud_cover,7.324540
solution,cloud_good_lt10,114
solution,cloud_bad_gt30,0
solution,avg_angle,23.780570
solution,angle_good_le10,8
solution,angle_bad_ge30,10
solution,avg_priority,2.500000
solution,priority_1,42
solution,priority_2,32
solution,priority_3,47
solution,priority_4,37
solution,avg_sun_elevation,49.090219
eos,solution_method,DAG
eos,solver_time,37.551
eos,total_time,37.845
