section,metric,value
scenario,requests,103
scenario,attempts,1430
scenario,n_sats,3
scenario,constraints,4579
scenario,avg_angle,20.235514
scenario,avg_area,461.855929
scenario,avg_price,990.078322
scenario,avg_sun_elevation,55.789167
scenario,avg_cloud_cover,1.571265
scenario,avg_priority,2.695804
solution,acquisitions,128
solution,unique_requests_served,97
solution,total_score,69.7167832167832415
solution,ofv,-69.7167832167832415
solution,total_profit,124627.000000
solution,total_area,67101.269605
solution,avg_cloud_cover,1.693244
solution,cloud_good_lt10,127
solution,cloud_bad_gt30,0
solution,avg_angle,22.846098
solution,angle_good_le10,10
solution,angle_bad_ge30,5
solution,avg_priority,2.789062
solution,priority_1,22
solution,priority_2,31
solution,priority_3,27
solution,priority_4,48
solution,avg_sun_elevation,56.442471
eos,solution_method,DAG
eos,solver_time,11.522
eos,total_time,11.728
