section,metric,value
scenario,requests,284
scenario,attempts,2858
scenario,n_sats,1
scenario,constraints,17793
scenario,avg_angle,20.340888
scenario,avg_area,479.456705
scenario,avg_price,983.273618
scenario,avg_sun_elevation,57.558325
scenario,avg_cloud_cover,7.803076
scenario,avg_priority,2.511547
solution,acquisitions,307
solution,unique_requests_served,239
solution,total_score,178.5804758572428170
solution,ofv,-178.5804758572428170
solution,total_profit,299055.000000
solution,total_area,171280.851191
solution,avg_cloud_cover,7.748803
solution,cloud_good_lt10,208
solution,cloud_bad_gt30,0
solution,avg_angle,22.955631
solution,angle_good_le10,18
solution,angle_bad_ge30,17
solution,avg_priority,2.527687
solution,priority_1,72
solution,priority_2,79
solution,priority_3,78
solution,priority_4,78
solution,avg_sun_elevation,56.458849
eos,solution_method,DAG
eos,solver_time,46.649
eos,total_time,47.107
