section,metric,value
scenario,requests,41
scenario,attempts,423
scenario,n_sats,1
scenario,constraints,1087
scenario,avg_angle,20.704399
scenario,avg_area,448.139139
scenario,avg_price,968.456265
scenario,avg_sun_elevation,57.018093
scenario,avg_cloud_cover,17.000621
scenario,avg_priority,2.697400
solution,acquisitions,54
solution,unique_requests_served,41
solution,total_score,29.7754137115839299
solution,ofv,-29.7754137115839299
solution,total_profit,51032.000000
solution,total_area,26393.273253
solution,avg_cloud_cover,16.274705
solution,cloud_good_lt10,7
solution,cloud_bad_gt30,0
solution,avg_angle,23.512130
solution,angle_good_le10,1
solution,angle_bad_ge30,3
solution,avg_priority,2.703704
solution,priority_1,12
solution,priority_2,12
solution,priority_3,10
solution,priority_4,20
solution,avg_sun_elevation,55.700408
eos,solution_method,DAG
eos,solver_time,0.981
eos,total_time,1.045
