section,metric,value
scenario,requests,230
scenario,attempts,5045
scenario,n_sats,4
scenario,constraints,31454
scenario,avg_angle,20.279027
scenario,avg_area,503.305137
scenario,avg_price,1006.691179
scenario,avg_sun_elevation,55.506849
scenario,avg_cloud_cover,1.572614
scenario,avg_priority,2.442022
solution,acquisitions,287
solution,unique_requests_served,214
solution,total_score,164.3690782953419500
solution,ofv,-164.3690782953419500
solution,total_profit,284391.000000
solution,total_area,163374.019067
solution,avg_cloud_cover,1.649844
solution,cloud_good_lt10,287
solution,cloud_bad_gt30,0
solution,avg_angle,23.121316
solution,angle_good_le10,10
solution,angle_bad_ge30,13
solution,avg_priority,2.435540
solution,priority_1,84
solution,priority_2,57
solution,priority_3,83
solution,priority_4,63
solution,avg_sun_elevation,55.538240
eos,solution_method,DAG
eos,solver_time,509.431
eos,total_time,510.197
