section,metric,value
scenario,requests,351
scenario,attempts,6212
scenario,n_sats,2
scenario,constraints,42085
scenario,avg_angle,20.607803
scenario,avg_area,482.317561
scenario,avg_price,994.473599
scenario,avg_sun_elevation,56.476896
scenario,avg_cloud_cover,7.461854
scenario,avg_priority,2.523503
solution,acquisitions,375
solution,unique_requests_served,282
solution,total_score,211.3655827430779368
solution,ofv,-211.3655827430779368
solution,total_profit,365230.000000
solution,total_area,208552.203673
solution,avg_cloud_cover,7.781222
solution,cloud_good_lt10,245
solution,cloud_bad_gt30,0
solution,avg_angle,22.591471
solution,angle_good_le10,28
solution,angle_bad_ge30,26
solution,avg_priority,2.490667
solution,priority_1,94
solution,priority_2,95
solution,priority_3,94
solution,priority_4,92
solution,avg_sun_elevation,55.562470
eos,solution_method,DAG
eos,solver_time,742.304
eos,total_time,743.307
