section,metric,value
scenario,requests,98
scenario,attempts,2113
scenario,n_sats,4
scenario,constraints,7734
scenario,avg_angle,20.122924
scenario,avg_area,449.927073
scenario,avg_price,951.486512
scenario,avg_sun_elevation,58.890839
scenario,avg_cloud_cover,1.759411
scenario,avg_priority,2.645054
solution,acquisitions,125
solution,unique_requests_served,93
solution,total_score,65.7685754850922990
solution,ofv,-65.7685754850922990
solution,total_profit,121057.000000
solution,total_area,64980.990218
solution,avg_cloud_cover,1.537436
solution,cloud_good_lt10,123
solution,cloud_bad_gt30,0
solution,avg_angle,21.870690
solution,angle_good_le10,15
solution,angle_bad_ge30,8
solution,avg_priority,2.752000
solution,priority_1,25
solution,priority_2,28
solution,priority_3,25
solution,priority_4,47
solution,avg_sun_elevation,56.969880
eos,solution_method,DAG
eos,solver_time,65.545
eos,total_time,65.821
