section,metric,value
scenario,requests,46
scenario,attempts,608
scenario,n_sats,3
scenario,constraints,1365
scenario,avg_angle,20.460124
scenario,avg_area,511.979209
scenario,avg_price,1113.034539
scenario,avg_sun_elevation,57.204035
scenario,avg_cloud_cover,16.529071
scenario,avg_priority,2.495066
solution,acquisitions,58
solution,unique_requests_served,45
solution,total_score,31.8404605263157947
solution,ofv,-31.8404605263157947
solution,total_profit,64579.000000
solution,total_area,31060.181833
solution,avg_cloud_cover,15.992481
solution,cloud_good_lt10,9
solution,cloud_bad_gt30,2
solution,avg_angle,23.021384
solution,angle_good_le10,3
solution,angle_bad_ge30,1
solution,avg_priority,2.603448
solution,priority_1,15
solution,priority_2,11
solution,priority_3,14
solution,priority_4,18
solution,avg_sun_elevation,56.659062
eos,solution_method,DAG
eos,solver_time,2.225
eos,total_time,2.311
