index,ID,satellite,time,score_scenario,selected
0,0193,0,2026-04-23 09:41:30,0.0697576396206533,0
1,0193,0,2026-04-23 09:41:40,0.0697576396206533,0
2,0193,0,2026-04-23 09:41:50,0.0697576396206533,0
3,0193,0,2026-04-23 09:42:00,0.0697576396206533,1
4,0166,0,2026-04-23 09:42:20,0.3464699683877766,0
5,0065,0,2026-04-23 09:42:30,0.5245521601685985,1
6,0166,0,2026-04-23 09:42:30,0.3464699683877766,0
7,0908,0,2026-04-23 09:42:30,0.3464699683877766,0
8,0065,0,2026-04-23 09:42:40,0.5245521601685985,0
9,0166,0,2026-04-23 09:42:40,0.3464699683877766,1
10,0616,0,2026-04-23 09:42:40,0.5924130663856692,0
11,0908,0,2026-04-23 09:42:40,0.3464699683877766,0
12,0065,0,2026-04-23 09:42:50,0.5245521601685985,0
13,0166,0,2026-04-23 09:42:50,0.3464699683877766,0
14,0616,0,2026-04-23 09:42:50,0.5924130663856692,0
15,0908,0,2026-04-23 09:42:50,0.3464699683877766,0
16,0065,0,2026-04-23 09:43:00,0.5245521601685985,0
17,0166,0,2026-04-23 09:43:00,0.3464699683877766,0
18,0616,0,2026-04-23 09:43:00,0.5924130663856692,1
19,0695,0,2026-04-23 09:43:00,0.0697576396206533,0
20,0908,0,2026-04-23 09:43:00,0.3464699683877766,0
21,0065,0,2026-04-23 09:43:10,0.5245521601685985,0
22,0166,0,2026-04-23 09:43:10,0.3464699683877766,0
23,0509,0,2026-04-23 09:43:10,0.9205479452054794,1
24,0616,0,2026-04-23 09:43:10,0.5924130663856692,0
25,0695,0,2026-04-23 09:43:10,0.0697576396206533,0
26,0908,0,2026-04-23 09:43:10,0.3464699683877766,0
27,0065,0,2026-04-23 09:43:20,0.5245521601685985,0
28,0166,0,2026-04-23 09:43:20,0.3464699683877766,0
29,0509,0,2026-04-23 09:43:20,0.9205479452054794,0
30,0616,0,2026-04-23 09:43:20,0.5924130663856692,0
31,0695,0,2026-04-23 09:43:20,0.0697576396206533,0
32,0908,0,2026-04-23 09:43:20,0.3464699683877766,0
33,0065,0,2026-04-23 09:43:30,0.5245521601685985,0
34,0087,0,2026-04-23 09:43:30,0.6554267650158061,0
35,0166,0,2026-04-23 09:43:30,0.3464699683877766,0
36,0268,0,2026-04-23 09:43:30,0.5245521601685985,0
37,0509,0,2026-04-23 09:43:30,0.9205479452054794,0
38,0616,0,2026-04-23 09:43:30,0.5924130663856692,0
39,0695,0,2026-04-23 09:43:30,0.0697576396206533,0
40,0809,0,2026-04-23 09:43:30,0.6554267650158061,1
41,0065,0,2026-04-23 09:43:40,0.5245521601685985,0
42,0087,0,2026-04-23 09:43:40,0.6554267650158061,1
43,0102,0,2026-04-23 09:43:40,0.7696522655426765,0
44,0166,0,2026-04-23 09:43:40,0.3464699683877766,0
45,0268,0,2026-04-23 09:43:40,0.5245521601685985,0
46,0509,0,2026-04-23 09:43:40,0.9205479452054794,0
47,0616,0,2026-04-23 09:43:40,0.5924130663856692,0
48,0695,0,2026-04-23 09:43:40,0.0697576396206533,0
49,0809,0,2026-04-23 09:43:40,0.6554267650158061,0
50,0065,0,2026-04-23 09:43:50,0.5245521601685985,0
51,0087,0,2026-04-23 09:43:50,0.6554267650158061,0
52,0102,0,2026-04-23 09:43:50,0.7696522655426765,0
53,0157,0,2026-04-23 09:43:50,0.8480505795574289,1
54,0166,0,2026-04-23 09:43:50,0.3464699683877766,0
55,0268,0,2026-04-23 09:43:50,0.5245521601685985,0
56,0509,0,2026-04-23 09:43:50,0.9205479452054794,0
57,0616,0,2026-04-23 09:43:50,0.5924130663856692,0
58,0695,0,2026-04-23 09:43:50,0.0697576396206533,0
59,0809,0,2026-04-23 09:43:50,0.6554267650158061,0
60,0065,0,2026-04-23 09:44:00,0.5245521601685985,0
61,0087,0,2026-04-23 09:44:00,0.6554267650158061,0
62,0102,0,2026-04-23 09:44:00,0.7696522655426765,0
63,0157,0,2026-04-23 09:44:00,0.8480505795574289,0
64,0166,0,2026-04-23 09:44:00,0.3464699683877766,0
65,0268,0,2026-04-23 09:44:00,0.5245521601685985,0
66,0379,0,2026-04-23 09:44:00,0.8480505795574289,0
67,0509,0,2026-04-23 09:44:00,0.9205479452054794,0
68,0616,0,2026-04-23 09:44:00,0.5924130663856692,0
69,0695,0,2026-04-23 09:44:00,0.0697576396206533,0
70,0769,0,2026-04-23 09:44:00,0.9205479452054794,0
71,0809,0,2026-04-23 09:44:00,0.6554267650158061,0
72,0087,0,2026-04-23 09:44:10,0.6554267650158061,0
73,0102,0,2026-04-23 09:44:10,0.7696522655426765,0
74,0268,0,2026-04-23 09:44:10,0.5245521601685985,0
75,0379,0,2026-04-23 09:44:10,0.8480505795574289,0
76,0509,0,2026-04-23 09:44:10,0.9205479452054794,0
77,0530,0,2026-04-23 09:44:10,0.6554267650158061,0
78,0538,0,2026-04-23 09:44:10,0.4309799789251844,0
79,0616,0,2026-04-23 09:44:10,0.5924130663856692,0
80,0695,0,2026-04-23 09:44:10,0.0697576396206533,0
81,0731,0,2026-04-23 09:44:10,0.5924130663856692,0
82,0769,0,2026-04-23 09:44:10,0.9205479452054794,1
83,0809,0,2026-04-23 09:44:10,0.6554267650158061,0
84,0841,0,2026-04-23 09:44:10,0.6554267650158061,0
85,0087,0,2026-04-23 09:44:20,0.6554267650158061,0
86,0102,0,2026-04-23 09:44:20,0.7696522655426765,0
87,0229,0,2026-04-23 09:44:20,0.5924130663856692,0
88,0268,0,2026-04-23 09:44:20,0.5245521601685985,0
89,0317,0,2026-04-23 09:44:20,0.1401475237091676,0
90,0379,0,2026-04-23 09:44:20,0.8480505795574289,0
91,0442,0,2026-04-23 09:44:20,0.7696522655426765,1
92,0509,0,2026-04-23 09:44:20,0.9205479452054794,0
93,0530,0,2026-04-23 09:44:20,0.6554267650158061,0
94,0538,0,2026-04-23 09:44:20,0.4309799789251844,0
95,0575,0,2026-04-23 09:44:20,0.9205479452054794,0
96,0616,0,2026-04-23 09:44:20,0.5924130663856692,0
97,0695,0,2026-04-23 09:44:20,0.0697576396206533,0
98,0731,0,2026-04-23 09:44:20,0.5924130663856692,0
99,0769,0,2026-04-23 09:44:20,0.9205479452054794,0
100,0809,0,2026-04-23 09:44:20,0.6554267650158061,0
101,0841,0,2026-04-23 09:44:20,0.6554267650158061,0
102,0087,0,2026-04-23 09:44:30,0.6554267650158061,0
103,0102,0,2026-04-23 09:44:30,0.7696522655426765,0
104,0137,0,2026-04-23 09:44:30,1.0000000000000000,0
105,0229,0,2026-04-23 09:44:30,0.5924130663856692,0
106,0268,0,2026-04-23 09:44:30,0.5245521601685985,0
107,0317,0,2026-04-23 09:44:30,0.1401475237091676,0
108,0379,0,2026-04-23 09:44:30,0.8480505795574289,0
109,0442,0,2026-04-23 09:44:30,0.7696522655426765,0
110,0475,0,2026-04-23 09:44:30,0.7696522655426765,0
111,0491,0,2026-04-23 09:44:30,1.0000000000000000,0
112,0509,0,2026-04-23 09:44:30,0.9205479452054794,0
113,0530,0,2026-04-23 09:44:30,0.6554267650158061,0
114,0538,0,2026-04-23 09:44:30,0.4309799789251844,1
115,0575,0,2026-04-23 09:44:30,0.9205479452054794,0
116,0616,0,2026-04-23 09:44:30,0.5924130663856692,0
