section,metric,value
scenario,requests,25
scenario,attempts,424
scenario,n_sats,2
scenario,constraints,580
scenario,avg_angle,20.305820
scenario,avg_area,622.010983
scenario,avg_price,1131.068396
scenario,avg_sun_elevation,52.083471
scenario,avg_cloud_cover,18.083226
scenario,avg_priority,2.535377
solution,acquisitions,37
solution,unique_requests_served,25
solution,total_score,20.0283018867924554
solution,ofv,-20.0283018867924554
solution,total_profit,41111.000000
solution,total_area,24089.032076
solution,avg_cloud_cover,19.179515
solution,cloud_good_lt10,1
solution,cloud_bad_gt30,0
solution,avg_angle,23.396756
solution,angle_good_le10,0
solution,angle_bad_ge30,3
solution,avg_priority,2.621622
solution,priority_1,10
solution,priority_2,5
solution,priority_3,11
solution,priority_4,11
solution,avg_sun_elevation,50.527758
eos,solution_method,DAG
eos,solver_time,1.479
eos,total_time,1.537
