section,metric,value
scenario,requests,358
scenario,attempts,4940
scenario,n_sats,3
scenario,constraints,20979
scenario,avg_angle,21.186381
scenario,avg_area,490.132265
scenario,avg_price,966.358502
scenario,avg_sun_elevation,59.796813
scenario,avg_cloud_cover,25.332705
scenario,avg_priority,2.557085
solution,acquisitions,233
solution,unique_requests_served,165
solution,total_score,129.8293522267206868
solution,ofv,-129.8293522267206868
solution,total_profit,227746.000000
solution,total_area,120685.682633
solution,avg_cloud_cover,25.841389
solution,cloud_good_lt10,0
solution,cloud_bad_gt30,59
solution,avg_angle,23.047431
solution,angle_good_le10,16
solution,angle_bad_ge30,8
solution,avg_priority,2.566524
solution,priority_1,57
solution,priority_2,54
solution,priority_3,55
solution,priority_4,67
solution,avg_sun_elevation,59.192076
eos,solution_method,DAG
eos,solver_time,523.851
eos,total_time,524.613
