section,metric,value
scenario,requests,49
scenario,attempts,657
scenario,n_sats,3
scenario,constraints,1417
scenario,avg_angle,20.457943
scenario,avg_area,527.409737
scenario,avg_price,1122.205479
scenario,avg_sun_elevation,55.560685
scenario,avg_cloud_cover,17.033190
scenario,avg_priority,2.456621
solution,acquisitions,63
solution,unique_requests_served,48
solution,total_score,34.1080669710806745
solution,ofv,-34.1080669710806745
solution,total_profit,70660.000000
solution,total_area,34689.377383
solution,avg_cloud_cover,16.823430
solution,cloud_good_lt10,7
solution,cloud_bad_gt30,0
solution,avg_angle,23.477869
solution,angle_good_le10,3
solution,angle_bad_ge30,3
solution,avg_priority,2.539683
solution,priority_1,18
solution,priority_2,11
solution,priority_3,16
solution,priority_4,18
solution,avg_sun_elevation,55.345487
eos,solution_method,DAG
eos,solver_time,2.502
eos,total_time,2.593
