section,metric,value
scenario,requests,177
scenario,attempts,2499
scenario,n_sats,3
scenario,constraints,8395
scenario,avg_angle,20.757021
scenario,avg_area,562.215892
scenario,avg_price,1042.125650
scenario,avg_sun_elevation,59.761037
scenario,avg_cloud_cover,25.751934
scenario,avg_priority,2.285714
solution,acquisitions,198
solution,unique_requests_served,149
solution,total_score,113.5606242496998846
solution,ofv,-113.5606242496998846
solution,total_profit,201873.000000
solution,total_area,118498.553192
solution,avg_cloud_cover,25.686715
solution,cloud_good_lt10,0
solution,cloud_bad_gt30,50
solution,avg_angle,23.803727
solution,angle_good_le10,6
solution,angle_bad_ge30,15
solution,avg_priority,2.535354
solution,priority_1,42
solution,priority_2,51
solution,priority_3,62
solution,priority_4,43
solution,avg_sun_elevation,60.024352
eos,solution_method,DAG
eos,solver_time,55.127
eos,total_time,55.474
