section,metric,value
scenario,requests,44
scenario,attempts,456
scenario,n_sats,1
scenario,constraints,1137
scenario,avg_angle,20.638387
scenario,avg_area,451.829623
scenario,avg_price,979.508772
scenario,avg_sun_elevation,55.840735
scenario,avg_cloud_cover,17.025195
scenario,avg_priority,2.622807
solution,acquisitions,58
solution,unique_requests_served,44
solution,total_score,31.9956140350877227
solution,ofv,-31.9956140350877227
solution,total_profit,55124.000000
solution,total_area,28834.016340
solution,avg_cloud_cover,16.488357
solution,cloud_good_lt10,7
solution,cloud_bad_gt30,0
solution,avg_angle,22.556919
solution,angle_good_le10,3
solution,angle_bad_ge30,5
solution,avg_priority,2.637931
solution,priority_1,13
solution,priority_2,15
solution,priority_3,10
solution,priority_4,20
solution,avg_sun_elevation,55.120697
eos,solution_method,DAG
eos,solver_time,1.133
eos,total_time,1.206
