index,ID,stereo,satellite,satellite location,request location,time,area,strips,duration,distance,angle,sun elevation,cloud cover estimate,priority,priority mod,customer type mod,price,waiting time,uncertainty,cloud cover real
715,0180,0,0,"[50.36405275086816, 139.500248061204]","[np.float64(48.54539894304915), np.float64(135.0391574110673)]",2025-08-31 01:13:30,858.5518436290712,2,6.946500997485832,380.5247774428274,28.736249181617804,44.19753257193804,15.184340945498565,1,1,1,1287,11,0.051041666666666666,15.388507612165233
716,0180,0,0,"[49.769645293064045, 139.2499489488797]","[np.float64(48.54539894304915), np.float64(135.0391574110673)]",2025-08-31 01:13:40,858.5518436290712,2,6.946500997485832,335.0403122547176,25.769717934617894,44.21456023353888,11.184340945498565,1,1,1,1287,11,0.05115740740740741,10.775081686239306
717,0180,0,0,"[49.17487925032851, 139.00470417654122]","[np.float64(48.54539894304915), np.float64(135.0391574110673)]",2025-08-31 01:13:50,858.5518436290712,2,6.946500997485832,298.3860682167632,23.265340546695565,44.23156740457221,20.184340945498565,1,1,1,1287,11,0.05127314814814815,20.03052150105412
718,0180,0,0,"[48.579771698134465, 138.76429517813511]","[np.float64(48.54539894304915), np.float64(135.0391574110673)]",2025-08-31 01:14:00,858.5518436290712,2,6.946500997485832,274.1289449149679,21.553944570415215,44.24855408503804,14.184340945498565,1,1,1,1287,11,0.05138888888888889,14.44128538994301
719,0180,0,0,"[47.98433629686026, 138.52851704798627]","[np.float64(48.54539894304915), np.float64(135.0391574110673)]",2025-08-31 01:14:10,858.5518436290712,2,6.946500997485832,265.6881510907678,20.94864256264365,44.26552369003093,17.184340945498565,1,1,1,1287,11,0.05150462962962963,17.132836315868936
720,0180,0,0,"[47.38859012197883, 138.2971648804196]","[np.float64(48.54539894304915), np.float64(135.0391574110673)]",2025-08-31 01:14:20,858.5518436290712,2,6.946500997485832,274.5272180995336,21.582382126241026,44.28246938936174,12.184340945498565,1,1,1,1287,11,0.05162037037037037,11.874618723276344
721,0180,0,0,"[46.79254341877391, 138.07006109051667]","[np.float64(48.54539894304915), np.float64(135.0391574110673)]",2025-08-31 01:14:30,858.5518436290712,2,6.946500997485832,299.12007226971673,23.31646498753127,44.29939801321961,15.184340945498565,1,1,1,1287,11,0.05173611111111111,14.92566038994301
722,0086,0,0,"[46.19621326271844, 137.84701443298073]","[np.float64(43.75501325900639), np.float64(141.4670105056896)]",2025-08-31 01:14:40,817.8186994976703,2,5.03580988087256,393.3252787278455,29.542444906676597,50.78792746056998,15.315319400482853,2,2,2,1337,2,0.05185185185185185,15.52272680789026
723,0180,0,0,"[46.19621326271844, 137.84701443298073]","[np.float64(48.54539894304915), np.float64(135.0391574110673)]",2025-08-31 01:14:40,858.5518436290712,2,6.946500997485832,336.0254767042845,25.835642121308812,44.31630614650998,18.184340945498565,1,1,1,1287,11,0.05185185185185185,17.976933538091156
724,0086,0,0,"[45.599606484001576, 137.62787464365005]","[np.float64(43.75501325900639), np.float64(141.4670105056896)]",2025-08-31 01:14:50,817.8186994976703,2,5.03580988087256,366.2878791550719,27.824748648596994,50.803940839079075,15.315319400482853,2,2,2,1337,2,0.05196759259259259,15.783027733816185
725,0180,0,0,"[45.599606484001576, 137.62787464365005]","[np.float64(48.54539894304915), np.float64(135.0391574110673)]",2025-08-31 01:14:50,858.5518436290712,2,6.946500997485832,381.690546032918,28.810194501291637,44.33319720432742,12.184340945498565,1,1,1,1287,11,0.05196759259259259,11.976470575128195
726,0086,0,0,"[45.00274357319084, 137.41247779798454]","[np.float64(43.75501325900639), np.float64(141.4670105056896)]",2025-08-31 01:15:00,817.8186994976703,2,5.03580988087256,350.7785701619919,26.814070532872055,50.8199268968315,12.315319400482853,2,2,2,1337,2,0.052083333333333336,12.627819400482853
727,0086,0,0,"[44.40562794538082, 137.20064631106575]","[np.float64(43.75501325900639), np.float64(141.4670105056896)]",2025-08-31 01:15:10,817.8186994976703,2,5.03580988087256,348.3417624670492,26.653602022220912,50.835889048921814,15.315319400482853,2,2,2,1337,2,0.05219907407407407,14.845527733816185
728,0086,0,0,"[43.808273260949846, 136.992270899867]","[np.float64(43.75501325900639), np.float64(141.4670105056896)]",2025-08-31 01:15:20,817.8186994976703,2,5.03580988087256,359.24091632976956,27.36781048006487,50.85182388025545,9.315319400482853,2,2,2,1337,2,0.052314814814814814,9.001430511593965
729,0086,0,0,"[43.21068976518168, 136.78720130022654]","[np.float64(43.75501325900639), np.float64(141.4670105056896)]",2025-08-31 01:15:30,817.8186994976703,2,5.03580988087256,382.3377731238936,28.85120320558828,50.86773139083241,11.315319400482853,2,2,2,1337,2,0.05243055555555556,10.791013844927297
730,0026,0,0,"[38.42281936455653, 135.2511327370257]","[np.float64(34.90085176593495), np.float64(135.0445482737043)]",2025-08-31 01:16:50,989.0992515162501,2,5.526239617094406,392.05839217682626,29.46321848976284,54.633088321760795,17.06439963817758,2,2,2,962,4,0.053356481481481484,17.117756119659063
731,0026,0,0,"[37.823552227157954, 135.07061083726225]","[np.float64(34.90085176593495), np.float64(135.0445482737043)]",2025-08-31 01:17:00,989.0992515162501,2,5.526239617094406,324.99829685077606,25.09356394213999,54.658482965094905,17.06439963817758,2,2,2,962,4,0.05347222222222222,16.690094082622025
