index,ID,stereo,satellite,satellite location,request location,time,area,strips,duration,distance,angle,sun elevation,cloud cover estimate,priority,priority mod,customer type mod,price,waiting time,uncertainty,cloud cover real
0,0088,1,0,"[10.992310082279884, -76.51515319593283]","[np.float64(9.327999614295983), np.float64(-79.79432138199263)]",2024-06-13 15:16:40,54.893529359276116,1,7.724407069880822,403.79866094620127,30.192661803092218,57.537520398376586,11.79012745902821,3,3,3,1421,14,0.14930555555555555,11.640821903472654
1,0088,1,0,"[10.391039138133552, -76.64640211102379]","[np.float64(9.327999614295983), np.float64(-79.79432138199263)]",2024-06-13 15:16:50,54.893529359276116,1,7.724407069880822,364.55246443790696,27.712574782345538,57.57339938208666,13.79012745902821,3,3,3,1421,14,0.14965277777777777,13.939780236805987
2,0088,1,0,"[9.789756241156173, -76.77729585627792]","[np.float64(9.327999614295983), np.float64(-79.79432138199263)]",2024-06-13 15:17:00,54.893529359276116,1,7.724407069880822,334.7792470551231,25.752235960127486,57.60927153560757,17.79012745902821,3,3,3,1421,14,0.15,19.14012745902821
3,0088,1,0,"[9.18846309889504, -76.90787541283022]","[np.float64(9.327999614295983), np.float64(-79.79432138199263)]",2024-06-13 15:17:10,54.893529359276116,1,7.724407069880822,317.15636131375913,24.560288775866194,57.6451368589393,19.79012745902821,3,3,3,1421,14,0.15034722222222222,18.58734968125043
3,0088,1,0,"[9.18846309889504, -76.90787541283022]","[np.float64(9.327999614295983), np.float64(-79.79432138199263)]",2024-06-13 15:17:10,54.893529359276116,1,7.724407069880822,317.15636131375913,24.560288775866194,57.6451368589393,19.79012745902821,3,3,3,1421,14,0.15034722222222222,18.58734968125043
4,007,0,0,"[8.58716227267109, -77.03814761086987]","[np.float64(5.887890719177084), np.float64(-74.83241822394581)]",2024-06-13 15:17:20,5.935364699952277,1,4.844900434798017,386.3633385851143,29.1055398110296,59.889011095639404,18.411908290959747,3,3,3,934,2,0.15069444444444444,19.617463846515303
5,0088,1,0,"[8.58716227267109, -77.03814761086987]","[np.float64(9.327999614295983), np.float64(-79.79432138199263)]",2024-06-13 15:17:20,54.893529359276116,1,7.724407069880822,313.7400909568956,24.326539292602742,57.6809885218927,17.79012745902821,3,3,3,1421,14,0.15069444444444444,17.488738570139322
5,0088,1,0,"[8.58716227267109, -77.03814761086987]","[np.float64(9.327999614295983), np.float64(-79.79432138199263)]",2024-06-13 15:17:20,54.893529359276116,1,7.724407069880822,313.7400909568956,24.326539292602742,57.6809885218927,17.79012745902821,3,3,3,1421,14,0.15069444444444444,17.488738570139322
6,007,0,0,"[7.98585461625797, -77.16813294096438]","[np.float64(5.887890719177084), np.float64(-74.83241822394581)]",2024-06-13 15:17:30,5.935364699952277,1,4.844900434798017,347.6833694988388,26.610167908305478,59.92172087157459,20.411908290959747,3,3,3,934,2,0.15104166666666666,21.469199957626415
7,0088,1,0,"[7.98585461625797, -77.16813294096438]","[np.float64(9.327999614295983), np.float64(-79.79432138199263)]",2024-06-13 15:17:30,54.893529359276116,1,7.724407069880822,324.97911956873514,25.092265437739215,57.71683335465693,14.79012745902821,3,3,3,1421,14,0.15104166666666666,15.24325245902821
