index,ID,stereo,satellite,satellite location,request location,time,area,strips,duration,distance,angle,sun elevation,cloud cover estimate,priority,priority mod,customer type mod,price,waiting time,uncertainty,cloud cover real,score_scenario,score_method,score_alpha
0,0127,0,0,"[58.672636366730174, 10.48696231483721]","[np.float64(55.64321798038925), np.float64(12.16354832122793)]",2025-11-21 10:12:20,514.5248103633304,1,3.1792204244224944,351.673665287998,26.872900544853746,13.806859430739241,2,1,1,1,1461,8,0.06736111111111111,1.5284722222222222,0.4679245283018868,ELECTRE-III,1
1,0127,0,0,"[58.08687934350988, 10.130973709069792]","[np.float64(55.64321798038925), np.float64(12.16354832122793)]",2025-11-21 10:12:30,514.5248103633304,1,3.1792204244224944,298.4563116142597,23.270234799868454,13.811235020676282,0,1,1,1,1461,8,0.06770833333333333,0.0,0.4679245283018868,ELECTRE-III,1
2,0127,0,0,"[57.50037782967006, 9.785145863466415]","[np.float64(55.64321798038925), np.float64(12.16354832122793)]",2025-11-21 10:12:40,514.5248103633304,1,3.1792204244224944,252.6948270212487,20.0072522029004,13.815595242687689,0,1,1,1,1461,8,0.06805555555555555,0.0,0.4679245283018868,ELECTRE-III,1
3,0127,0,0,"[56.91317280634572, 9.448946023271816]","[np.float64(55.64321798038925), np.float64(12.16354832122793)]",2025-11-21 10:12:50,514.5248103633304,1,3.1792204244224944,219.112044243243,17.52212620533986,13.81993838922617,0,1,1,1,1461,8,0.06840277777777778,0.47881944444444446,0.4679245283018868,ELECTRE-III,1
4,0127,0,0,"[56.325295009388135, 9.121875584676586]","[np.float64(55.64321798038925), np.float64(12.16354832122793)]",2025-11-21 10:13:00,514.5248103633304,1,3.1792204244224944,203.81967089086928,16.36689580227032,13.824266167839019,4,1,1,1,1461,8,0.06875,4.06875,0.4679245283018868,ELECTRE-III,1
5,0083,0,0,"[55.736788835026914, 8.80346838726987]","[np.float64(52.56086921316749), np.float64(10.02700097620163)]",2025-11-21 10:13:10,417.64182187177,1,6.509395922260685,362.0092898039844,27.547771250411298,16.580402030969136,0,1,1,1,1398,11,0.06909722222222223,0.0,0.8528301886792453,ELECTRE-III,1
6,0127,0,0,"[55.736788835026914, 8.80346838726987]","[np.float64(55.64321798038925), np.float64(12.16354832122793)]",2025-11-21 10:13:10,514.5248103633304,1,3.1792204244224944,210.8370325634236,16.898768835042908,13.82857772475259,0,1,1,1,1461,8,0.06909722222222223,0.20729166666666668,0.4679245283018868,ELECTRE-III,1
7,0083,0,0,"[55.14768160401873, 8.493288152718435]","[np.float64(52.56086921316749), np.float64(10.02700097620163)]",2025-11-21 10:13:20,417.64182187177,1,6.509395922260685,304.7035705431606,23.704074843525596,16.58599937099396,2,1,1,1,1398,11,0.06944444444444445,2.2083333333333335,0.8528301886792453,ELECTRE-III,1
8,0125,0,0,"[55.14768160401873, 8.493288152718435]","[np.float64(51.79838485479233), np.float64(7.007195754073346)]",2025-11-21 10:13:20,974.2804898316873,2,2.6969132005080283,385.17022479197993,29.030288870705732,16.864981862737718,1,4,4,3,1293,4,0.06944444444444445,0.7916666666666666,0.1320754716981132,ELECTRE-III,1
9,0126,0,0,"[55.14768160401873, 8.493288152718435]","[np.float64(52.00787857002857), np.float64(7.13592130906005)]",2025-11-21 10:13:20,242.4525034527799,1,4.578268277974335,360.4295152281816,27.445148451541975,16.685528887579387,0,2,2,2,1397,10,0.06944444444444445,0.3472222222222222,0.6339622641509434,ELECTRE-III,1
